          (   0,    7) (   0,    0) (   7,    0) (   0,    6) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    8)
          (   0,    0) (   7,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    9) (   0,    0)
          (   7,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    6) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   7,    0)
          (   0,    7) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   7,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    8)
          (   0,    0) (   8,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    7) (   0,    0)
          (   8,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
         
node   1 sent_total   2046  recv_total   2035

node   2  (   1,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0)
          (   0,    1) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10)
          (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0)
          (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0)
          (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    6) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (  10,    0)
          (   0,   10) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (   9,    0) (   0,   10) (   0,    0)
          (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,    9) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    7) (   0,    0) (   7,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   8,    0) (   0,    7) (   0,    0) (  10,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    7) (   0,    0) (   9,    0)
          (   0,    8) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    8)
          (   0,    0) (   6,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   8,    0)
          (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   5,    0) (   0,    8)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   8,    0)
          (   0,    8) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   7,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    8)
          (   0,    0) (   9,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   7,    0) (   0,    9) (   0,    0)
          (   7,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    7) (   0,    0) (   7,    0) (   0,    8) (   0,    0) (   8,    0)
          (   0,    8) (   0,    0) (   7,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   8,    0) (   0,    5) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   7,    0) (   0,    9) (   0,    0) (   6,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   6,    0)
          (   0,    8) (   0,    0) (   7,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    9)
          (   0,    0) (   7,    0) (   0,    6) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    8) (   0,    0)
          (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    7) (   0,    0) (   7,    0) (   0,    8) (   0,    0) (   8,    0)
          (   0,    8) (   0,    0) (   9,    0) (   0,    6) (   0,    0) (   7,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    7)
          (   0,    0) (   8,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   8,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
         
node   2 sent_total   2037  recv_total   2012

node   3  (   1,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    0) (   0,    1) (   0,    0) (   0,    0)
          (   0,    1) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10)
          (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0)
          (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0)
          (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,   10)
          (   0,    0) (   9,    0) (   0,   10) (   0,    0) (   9,    0) (   0,   10) (   0,    0) (   9,    0) (   0,   10) (   0,    0)
          (   9,    0) (   0,   10) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (   9,    0)
          (   0,   10) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    7) (   0,    0) (   7,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (  10,    0) (   0,   10) (   0,    0) (  10,    0) (   0,    7) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,   10) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (  10,    0)
          (   0,   10) (   0,    0) (  10,    0) (   0,    8) (   0,    0) (  10,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    7)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (  10,    0) (   0,    7) (   0,    0)
          (   8,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    7)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    8) (   0,    0)
          (   9,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    7) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    6)
          (   0,    0) (   7,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   7,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   8,    0) (   0,    6) (   0,    0) (   7,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    7)
          (   0,    0) (   6,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    7) (   0,    0)
          (   9,    0) (   0,    6) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   7,    0) (   0,    9) (   0,    0) (   7,    0)
          (   0,    5) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   8,    0) (   0,    9)
          (   0,    0) (   7,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    8) (   0,    0)
          (   9,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    7) (   0,    0) (   6,    0) (   0,    7) (   0,    0) (   8,    0)
          (   0,    9) (   0,    0) (   8,    0) (   0,    6) (   0,    0) (   8,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   7,    0) (   0,    9) (   0,    0) (   6,    0) (   0,    7) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    8) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    8) (   0,    0) (   8,    0) (   0,    7)
          (   0,    0) (   8,    0) (   0,    7) (   0,    0) (   8,    0) (   0,    8) (   0,    0) (   7,    0) (   0,    8) (   0,    0)
          (   8,    0) (   0,    8) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
          (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0)
          (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0)
          (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9) (   0,    0) (   9,    0) (   0,    9)
